Holly (Mich.)--Dwellings.,http://id.loc.gov/authorities/names/n92069775
Lenawee County (Mich.),http://id.loc.gov/authorities/names/n81018695
Mackinac County (Mich.)--Maps.,http://id.loc.gov/authorities/names/n80070533
Chassell (Mich.),http://id.loc.gov/authorities/names/n2007162467
Port Huron (Mich.)--Bridges.,http://id.loc.gov/authorities/names/n83030021
Williamston (Mich.)--Churches.,http://id.loc.gov/authorities/names/n85081928
Sparta (Mich.),http://id.loc.gov/authorities/names/n85207703
Redford (Mich. : Township)--Churches.,http://id.loc.gov/authorities/names/n81018621
Jammu and Kashmir (India),http://id.loc.gov/authorities/names/n79142931
Clarkston (Mich.)--Churches.,http://id.loc.gov/authorities/names/n88283222
Clifton (Mich.)--Mining.,http://id.loc.gov/authorities/names/n99263029
Grayling (Mich.)--Churches.,http://id.loc.gov/authorities/names/n81131971
Grand Rapids (Mich.)--Religion.,http://id.loc.gov/authorities/names/n79133151
Capac (Mich.),http://id.loc.gov/authorities/names/n85081792
Singapore (Mich.),http://id.loc.gov/authorities/names/n95096545
Bay City (Mich.)--Church history.,http://id.loc.gov/authorities/names/n81037331
Ann Arbor (Mich.)--Street-railroads.,http://id.loc.gov/authorities/names/n79022219
Brown City (Mich.),http://id.loc.gov/authorities/names/n85064195
Eagle River (Mich.),http://id.loc.gov/authorities/names/n78031423
Royal Oak (Mich.)--Buildings.,http://id.loc.gov/authorities/names/n50069670
Memphis (Mich.),http://id.loc.gov/authorities/names/n00113239
Montmorency County (Mich.)--Maps.,http://id.loc.gov/authorities/names/n81091880
Delta Township (Mich.),http://id.loc.gov/authorities/names/n85155108
Adrian (Mich.)--Dwellings.,http://id.loc.gov/authorities/names/n83163898
Benzonia (Mich.),http://id.loc.gov/authorities/names/n88013212
Northport (Mich.)--Churches.,http://id.loc.gov/authorities/names/n2009001239
Ypsilanti (Mich.)--Church history.,http://id.loc.gov/authorities/names/n80006284
Ann Arbor (Mich.)--Restaurants.,http://id.loc.gov/authorities/names/n79022219
Eaton County (Mich.),http://id.loc.gov/authorities/names/n81091915
Windsor (Ont.)--Maps.,http://id.loc.gov/authorities/names/n82048937
Willow Run (Mich.)--Playgrounds.,http://id.loc.gov/authorities/names/n00086557
Hastings (Mich.)--Business enterprises.,http://id.loc.gov/authorities/names/n85081913
Chesaning (Mich.),http://id.loc.gov/authorities/names/n82062703
Ann Arbor (Mich.)--Tombs and sepulchral monuments.,http://id.loc.gov/authorities/names/n79022219
Detroit (Mich.)--Charters.,http://id.loc.gov/authorities/names/n79045539
Norway (Mich.)--Church history.,http://id.loc.gov/authorities/names/n85149611
Ahmeek (Mich.),http://id.loc.gov/authorities/names/n81086182
Sarnia (Ont.),http://id.loc.gov/authorities/names/n83030020
Croswell (Mich.),http://id.loc.gov/authorities/names/n85081719
Ecorse (Mich.),http://id.loc.gov/authorities/names/n85207704
Oakland County (Mich.)--Newspapers.,http://id.loc.gov/authorities/names/n81091869
Selfridge Air National Guard Base (Mich.),http://id.loc.gov/authorities/names/n88080116
Isabella County (Mich.),http://id.loc.gov/authorities/names/n82072960
"Poletown (Detroit, Mich.)",http://id.loc.gov/authorities/names/n84151483
Bedford (Iowa),http://id.loc.gov/authorities/names/n00006838
Buchanan (Mich.),http://id.loc.gov/authorities/names/n82062709
Detroit (Mich.)--Social conditions.,http://id.loc.gov/authorities/names/n79045539
Bay View (Mich.),http://id.loc.gov/authorities/names/no89002733
Cadillac (Mich.)--Dwellings.,http://id.loc.gov/authorities/names/n81129557
It's all about blue.,740
Livonia (Mich.)--Churches.,http://id.loc.gov/authorities/names/n82268584
Allen Park (Mich.)--Charters.,http://id.loc.gov/authorities/names/n84042313
Tawas City (Mich.),http://id.loc.gov/authorities/names/n85149706
Traverse City (Mich.)--Charters.,http://id.loc.gov/authorities/names/n79006537
Bronson (Mich.),http://id.loc.gov/authorities/names/n80106890
Ypsilanti (Mich.)--Charters.,http://id.loc.gov/authorities/names/n80006284
Bay City (Mich.)--Dwellings.,http://id.loc.gov/authorities/names/n81037331
Stanton (Mich.)--Buildings.,http://id.loc.gov/authorities/names/no2014105975
Almont (Mich.),http://id.loc.gov/authorities/names/n85149617
Loomis (Calif.),http://id.loc.gov/authorities/names/n82154802
Republic (Mich.),http://id.loc.gov/authorities/names/n94086123
Benton Harbor (Mich.)--Race relations.,http://id.loc.gov/authorities/names/n81129560
Negaunee (Mich.),http://id.loc.gov/authorities/names/n82062810
Ann Arbor (Mich.)--Parks.,http://id.loc.gov/authorities/names/n79022219
Grand Rapids (Mich.)--Street-railroads.,http://id.loc.gov/authorities/names/n79133151
Ida (Mich. : Township),http://id.loc.gov/authorities/names/no2011008027
Coopersville (Mich.),http://id.loc.gov/authorities/names/n85081922
Petoskey (Mich.)--Charters.,http://id.loc.gov/authorities/names/n85081677
Hamtramck (Mich.)--Refuse disposal.,http://id.loc.gov/authorities/names/n50031679
Ypsilanti (Mich.),http://id.loc.gov/authorities/names/n80006284
Ann Arbor (Mich.)--Teachers.,http://id.loc.gov/authorities/names/n79022219
